1,1
2,0
3,1
4,15
5,15
6,32
7,29
8,45
9,34
10,67
11,41
12,71
13,77
14,80
15,80
16,42
17,60
18,92
19,31
20,68
21,51
22,51
23,30
24,29
25,31
26,20
27,31
28,30
29,7
30,15
31,3
32,4
33,15
